"","cell_ID","cell_types","cell_subtypes"
"721",1.57261085379839e+38,"L4/5 IT","L45_IT_SSp_1"
"722",1.57318568810516e+38,"Lamp5","Lamp5_5"
"723",1.57325727823883e+38,"L2/3 IT","L23_IT_4"
"724",1.57449430951871e+38,"Astro","Astro_1"
"725",1.57482292004103e+38,"L4/5 IT","L45_IT_2"
"726",1.57597244286012e+37,"Endo","Endo"
"727",1.5774329838519e+38,"L5 IT","L5_IT_3"
"728",1.57872107729725e+38,"L4/5 IT","L45_IT_2"
"729",1.57921702009002e+38,"Pvalb","Pvalb_3"
"730",1.5806470873044e+38,"Endo","Endo"
"731",1.58088011179578e+37,"L2/3 IT","L23_IT_5"
"732",1.58096796617656e+38,"L4/5 IT","L45_IT_SSp_2"
"733",1.58102237675981e+38,"L5 IT","L5_IT_4"
"734",1.58254836079093e+37,"L2/3 IT","L23_IT_2"
"735",1.582644988287e+38,"L5 IT","L5_IT_1"
"736",1.58309082544899e+38,"Oligo","Oligo_1"
"737",1.5834095156099e+38,"L4/5 IT","L45_IT_2"
"738",1.58629549528934e+38,"Endo","Endo"
"739",1.5874294574486e+38,"Micro","Micro_1"
"740",1.59070679389817e+38,"L2/3 IT","L23_IT_4"
"741",1.59292581514941e+38,"L2/3 IT","L23_IT_4"
"742",1.59320786486858e+38,"L4/5 IT","L45_IT_5"
"743",1.5943211748704e+38,"L2/3 IT","L23_IT_2"
"744",1.59714836128045e+37,"Astro","Astro_1"
"745",1.59736455080507e+37,"L5 IT","L5_IT_4"
"746",1.59766804950264e+38,"OPC","OPC"
"747",1.60028214201186e+38,"L2/3 IT","L23_IT_2"
"748",1.60051641520909e+38,"L4/5 IT","L45_IT_2"
"749",1.60055837156177e+38,"L6 CT","L6_CT_4"
"750",1.60103438925072e+38,"L6 CT","L6_CT_1"
"751",1.60151189336799e+38,"L4/5 IT","L45_IT_4"
"752",1.60186607078434e+38,"Astro","Astro_1"
"753",1.60509576614669e+38,"L4/5 IT","L45_IT_4"
"754",1.60611483326393e+38,"L2/3 IT","L23_IT_4"
"755",1.60666113689309e+38,"Oligo","Oligo_1"
"756",1.60679080646116e+38,"L5/6 NP","L56_NP_1"
"757",1.60684227282204e+38,"Vip","Vip_1"
"758",1.60757089845297e+38,"Micro","Micro_1"
"759",1.60946977374457e+38,"L5 IT","L5_IT_1"
"760",1.61093492704909e+38,"Astro","Astro_1"
"761",1.61296560949429e+38,"Endo","Endo"
"762",1.61509842439911e+38,"L6 CT","L6_CT_4"
"763",1.61580904613048e+38,"L6 CT","L6_CT_1"
"764",1.61625462206926e+38,"VLMC","VLMC"
"765",1.61673616149095e+38,"OPC","OPC"
"766",1.61757345432153e+38,"L4/5 IT","L45_IT_2"
"767",1.61785615167503e+38,"OPC","OPC"
"768",1.62011844906913e+38,"L2/3 IT","L23_IT_2"
"769",1.62061703183784e+38,"L4/5 IT","L45_IT_SSp_2"
"770",1.62107341641329e+38,"L6 IT","L6_IT_1"
"771",1.62187299722898e+38,"L2/3 IT","L23_IT_3"
"772",1.62234060896429e+38,"Endo","Endo"
"773",1.6223448127682e+38,"PVM","PVM"
"774",1.62235313975132e+38,"L2/3 IT","L23_IT_4"
"775",1.62393163285196e+37,"Peri","Peri"
"776",1.62749442462951e+38,"PVM","PVM"
"777",1.6288966053224e+37,"L2/3 IT","L23_IT_3"
"778",1.62934789720879e+38,"Astro","Astro_1"
"779",1.62980178060708e+38,"L6b","L6b_2"
"780",1.63070787737458e+38,"Endo","Endo"
"781",1.63115991326444e+38,"L4/5 IT","L45_IT_2"
"782",1.6320314544452e+38,"Astro","Astro_1"
"783",1.63232958520752e+38,"Peri","Peri"
"784",1.63270185604509e+38,"Endo","Endo"
"785",1.633682194819e+38,"Astro","Astro_2"
"786",1.63417646411251e+38,"Lamp5","Lamp5_4"
"787",1.63488139029437e+38,"L4/5 IT","L45_IT_2"
"788",1.63554586832264e+38,"Micro","Micro_1"
"789",1.63651789684053e+38,"L2/3 IT","L23_IT_4"
"790",1.63708307878722e+38,"Endo","Endo"
"791",1.63804407547132e+38,"L6b","L6b_2"
"792",1.63809876711259e+38,"Endo","Endo"
"793",1.63888303625853e+38,"VLMC","VLMC"
"794",1.63968639763159e+38,"L4/5 IT","L45_IT_2"
"795",1.64116584656437e+38,"L6 CT","L6_CT_6"
"796",1.64219216001655e+36,"Astro","Astro_1"
"797",1.64227387735003e+38,"SMC","SMC"
"798",1.64382593344608e+38,"Astro","Astro_2"
"799",1.64469507563385e+38,"L5 IT","L5_IT_3"
"800",1.64532960081433e+38,"Astro","Astro_1"
"801",1.64589183781523e+38,"L6b","L6b_1"
"802",1.64706609646515e+38,"L6 IT","L6_IT_1"
"803",1.64717287256147e+37,"L6 CT","L6_CT_7"
"804",1.64778813973297e+38,"Micro","Micro_1"
"805",1.64805528644597e+37,"L6 CT","L6_CT_1"
"806",1.64920260182344e+38,"L6 CT","L6_CT_7"
"807",1.6539430979595e+38,"L6 CT","L6_CT_4"
"808",1.6547130020137e+38,"VLMC","VLMC"
"809",1.65494348375658e+38,"L5 ET","L5_ET_5"
"810",1.65564689698328e+38,"Endo","Endo"
"811",1.65823813020222e+38,"L6 IT","L6_IT_3"
"812",1.6583015081777e+38,"L5 IT","L5_IT_1"
"813",1.65863419188029e+38,"L5 IT","L5_IT_4"
"814",1.6603579850516e+38,"L2/3 IT","L23_IT_3"
"815",1.66046723937264e+38,"L2/3 IT","L23_IT_5"
"816",1.66092569374794e+38,"OPC","OPC"
"817",1.66131452286214e+38,"L6 IT","L6_IT_3"
"818",1.6613599076184e+37,"L5 IT","L5_IT_3"
"819",1.66209267426282e+38,"Oligo","Oligo_2"
"820",1.66329190665334e+38,"L5 IT","L5_IT_4"
"821",1.66446329970968e+38,"L4/5 IT","L45_IT_4"
"822",1.66454269439187e+38,"L5 ET","L5_ET_2"
"823",1.6648646988857e+38,"L6 IT","L6_IT_3"
"824",1.66637926476786e+38,"L2/3 IT","L23_IT_3"
"825",1.66686710749723e+38,"L4/5 IT","L45_IT_5"
"826",1.66829459002203e+38,"L6 IT","L6_IT_2"
"827",1.66973553224376e+38,"Lamp5","Lamp5_9"
"828",1.6698356477071e+38,"L2/3 IT","L23_IT_5"
"829",1.67361800861895e+38,"L6 IT","L6_IT_1"
"830",1.67503083185981e+38,"L4/5 IT","L45_IT_2"
"831",1.67519930579873e+38,"L5 IT","L5_IT_4"
"832",1.675766751775e+38,"L6 CT","L6_CT_6"
"833",1.67616600087034e+38,"L2/3 IT","L23_IT_3"
"834",1.67743805032287e+37,"Pvalb","Pvalb_3"
"835",1.68005264902053e+38,"L2/3 IT","L23_IT_5"
"836",1.68078334646311e+38,"L5 ET","L5_ET_1"
"837",1.68130910794552e+38,"L2/3 IT","L23_IT_2"
"838",1.68188150478302e+37,"L6 CT","L6_CT_8"
"839",1.68238564160962e+38,"Endo","Endo"
"840",1.68253367551427e+38,"L6 CT","L6_CT_6"
"841",1.68399302540628e+38,"Micro","Micro_1"
"842",1.68431511573593e+38,"L2/3 IT","L23_IT_4"
"843",1.68615107000308e+38,"Astro","Astro_1"
"844",1.68710257398588e+37,"Endo","Endo"
"845",1.68712934623182e+38,"Astro","Astro_1"
"846",1.68926236966115e+38,"L2/3 IT","L23_IT_4"
"847",1.68968654666229e+38,"Astro","Astro_1"
"848",1.69059071243465e+38,"L4/5 IT","L45_IT_SSp_1"
"849",1.69171309991897e+38,"L4/5 IT","L45_IT_5"
"850",1.69234207870578e+38,"Astro","Astro_1"
"851",1.69347888401807e+38,"L5 ET","L5_ET_5"
"852",1.69462567154404e+38,"L4/5 IT","L45_IT_2"
"853",1.69633771962096e+38,"L2/3 IT","L23_IT_2"
"854",1.69777690532158e+36,"Peri","Peri"
"855",1.69838797384498e+38,"Micro","Micro_1"
"856",1.69996347171023e+38,"Oligo","Oligo_1"
"857",1.70209171472601e+38,"L2/3 IT","L23_IT_2"
"858",1.70343103917312e+38,"L4/5 IT","L45_IT_SSp_2"
"859",1.70344686658859e+38,"L4/5 IT","L45_IT_4"
"860",1.70422210965514e+38,"L5 IT","L5_IT_4"
"861",1.70449941937961e+38,"VLMC","VLMC"
"862",1.70497277080591e+38,"Astro","Astro_2"
"863",1.70781600434258e+38,"Peri","Peri"
"864",1.7085851572707e+38,"L5 ET","L5_ET_3"
"865",1.70967967226274e+38,"L4/5 IT","L45_IT_5"
"866",1.71062495399051e+38,"Oligo","Oligo_2"
"867",1.71067376856599e+38,"L2/3 IT","L23_IT_3"
"868",1.71311600870253e+38,"L2/3 IT","L23_IT_2"
"869",1.71366466394152e+38,"Endo","Endo"
"870",1.71436964485205e+38,"Sst","Sst_2"
"871",1.71510761497946e+38,"L2/3 IT","L23_IT_3"
"872",1.71683078077669e+38,"L5 IT","L5_IT_4"
"873",1.71786265773967e+38,"SMC","SMC"
"874",1.71837724250416e+38,"L6 IT","L6_IT_2"
"875",1.71842328638654e+38,"Astro","Astro_1"
"876",1.71853164855415e+38,"Pvalb","Pvalb_8"
"877",1.71914894754926e+38,"L6b","L6b_1"
"878",1.72042704363701e+38,"L5 ET","L5_ET_5"
"879",1.72066591510005e+38,"L5 IT","L5_IT_3"
"880",1.72109689936373e+38,"L5 IT","L5_IT_3"
"881",1.72141089190983e+38,"L4/5 IT","L45_IT_2"
"882",1.7218185508795e+38,"L2/3 IT","L23_IT_2"
"883",1.72231617140741e+38,"Peri","Peri"
"884",1.7226016183868e+37,"L5 IT","L5_IT_3"
"885",1.72460193837926e+38,"Endo","Endo"
"886",1.72650381419291e+37,"L4/5 IT","L45_IT_2"
"887",1.72724083088136e+38,"L4/5 IT","L45_IT_2"
"888",1.72743698041016e+37,"Pvalb","Pvalb_5"
"889",1.72830090365935e+38,"L5 IT","L5_IT_4"
"890",1.72888486042947e+38,"L4/5 IT","L45_IT_5"
"891",1.73100931484433e+37,"Peri","Peri"
"892",1.7310171471717e+38,"L5 IT","L5_IT_4"
"893",1.73193150393893e+38,"Pvalb","Pvalb_4"
"894",1.73230946695291e+38,"L4/5 IT","L45_IT_2"
"895",1.73254949974692e+38,"L4/5 IT","L45_IT_5"
"896",1.73711289907597e+38,"Sst","Sst_4"
"897",1.73788132998771e+38,"L2/3 IT","L23_IT_4"
"898",1.73948207993034e+38,"L5 IT","L5_IT_3"
"899",1.74027881994601e+38,"L6 IT","L6_IT_1"
"900",1.74224458522707e+38,"L6 IT","L6_IT_2"
"901",1.74242710393482e+38,"Endo","Endo"
"902",1.74272976244287e+38,"L6 CT","L6_CT_3"
"903",1.74329620858659e+38,"L4/5 IT","L45_IT_SSp_2"
"904",1.74337250995145e+38,"L6 IT","L6_IT_1"
"905",1.74446353638663e+38,"Peri","Peri"
"906",1.74594888454131e+38,"L6 IT","L6_IT_1"
"907",1.74667264239374e+38,"Oligo","Oligo_1"
"908",1.74760913338717e+38,"OPC","OPC"
"909",1.74806426131322e+38,"Oligo","Oligo_1"
"910",1.74820557394045e+38,"L4/5 IT","L45_IT_2"
"911",1.74854382825635e+38,"L6 CT","L6_CT_2"
"912",1.74873679934085e+38,"L2/3 IT","L23_IT_2"
"913",1.75118978061948e+38,"Astro","Astro_1"
"914",1.75264446020348e+38,"L2/3 IT","L23_IT_4"
"915",1.75423794316029e+38,"VLMC","VLMC"
"916",1.75458649157183e+38,"L5 IT","L5_IT_3"
"917",1.75489459912858e+38,"L5 IT","L5_IT_1"
"918",1.75492105929458e+38,"L4/5 IT","L45_IT_SSp_1"
"919",1.75532569005411e+38,"Astro","Astro_1"
"920",1.75654577385079e+37,"L5 ET","L5_ET_5"
"921",1.75827093287923e+37,"L2/3 IT","L23_IT_4"
"922",1.75846797552638e+38,"L5 ET","L5_ET_5"
"923",1.75916139156433e+38,"Peri","Peri"
"924",1.75918523576334e+38,"Pvalb","Pvalb_4"
"925",1.75958227280783e+38,"L2/3 IT","L23_IT_4"
"926",1.76001315430055e+38,"L4/5 IT","L45_IT_SSp_1"
"927",1.7626583294336e+38,"L6 IT","L6_IT_3"
"928",1.76391255301645e+38,"Sst","Sst_2"
"929",1.76393744899033e+38,"L4/5 IT","L45_IT_4"
"930",1.76552529836167e+38,"L2/3 IT","L23_IT_4"
"931",1.76608720743364e+38,"L5 ET","L5_ET_2"
"932",1.76851499291621e+38,"L5 IT","L5_IT_4"
"933",1.76857696248992e+38,"L5/6 NP","L56_NP_2"
"934",1.76864436418305e+38,"L4/5 IT","L45_IT_2"
"935",1.76928993916352e+38,"L4/5 IT","L45_IT_2"
"936",1.76961049645379e+38,"L6 CT","L6_CT_6"
"937",1.77039011476302e+38,"L6 CT","L6_CT_2"
"938",1.77090549982465e+38,"L5/6 NP","L56_NP_1"
"939",1.77093258445943e+36,"Vip","Vip_2"
"940",1.77129017571656e+38,"SMC","SMC"
"941",1.77248874763733e+38,"L6 IT","L6_IT_1"
"942",1.7754100149463e+38,"L4/5 IT","L45_IT_5"
"943",1.77966253327964e+38,"Oligo","Oligo_1"
"944",1.78067203912729e+38,"L2/3 IT","L23_IT_4"
"945",1.78152133626417e+38,"L5 ET","L5_ET_5"
"946",1.78303345147331e+38,"L4/5 IT","L45_IT_SSp_1"
"947",1.78332775667132e+38,"L5 ET","L5_ET_1"
"948",1.78333127573504e+38,"Sst","Sst_3"
"949",1.78473981919812e+38,"Peri","Peri"
"950",1.78535787476097e+38,"Oligo","Oligo_1"
"951",1.78565867569878e+38,"Oligo","Oligo_1"
"952",1.78842613803027e+37,"L5 IT","L5_IT_1"
"953",1.78976819976779e+38,"L6 CT","L6_CT_4"
"954",1.79059863241861e+38,"L2/3 IT","L23_IT_4"
"955",1.79123429827571e+38,"L2/3 IT","L23_IT_4"
"956",1.79168268850376e+38,"Astro","Astro_1"
"957",1.79505332353076e+38,"L4/5 IT","L45_IT_4"
"958",1.79529291247077e+38,"L4/5 IT","L45_IT_3"
"959",1.79577306688386e+38,"Oligo","Oligo_1"
"960",1.79662421750447e+38,"Oligo","Oligo_2"
"961",1.79691794284857e+38,"L6 CT","L6_CT_5"
"962",1.79699270540745e+38,"Micro","Micro_1"
"963",1.79717939338275e+37,"Astro","Astro_1"
"964",1.79778923812366e+38,"L6 CT","L6_CT_8"
"965",1.80282193302546e+38,"Micro","Micro_1"
"966",1.80651000055137e+38,"L6 CT","L6_CT_3"
"967",1.80843428348827e+38,"L2/3 IT","L23_IT_2"
"968",1.80846891349419e+38,"L6 IT","L6_IT_2"
"969",1.80951649413726e+38,"L4/5 IT","L45_IT_2"
"970",1.8104350064807e+38,"Pvalb","Pvalb_9"
"971",1.81052078569464e+38,"L5 ET","L5_ET_5"
"972",1.81125811678666e+38,"L4/5 IT","L45_IT_2"
"973",1.81145598845463e+38,"L6 CT","L6_CT_1"
"974",1.81259691764377e+38,"L6 CT","L6_CT_5"
"975",1.8130080125827e+38,"OPC","OPC"
"976",1.81331903261137e+38,"L2/3 IT","L23_IT_4"
"977",1.8133435488582e+38,"OPC","OPC"
"978",1.81338314784254e+38,"SMC","SMC"
"979",1.81478457070546e+38,"Astro","Astro_1"
"980",1.81531763573352e+38,"other","striatum_1"
"981",1.81791163300674e+38,"Oligo","Oligo_2"
"982",1.81812338503323e+38,"L6 CT","L6_CT_7"
"983",1.81881618550837e+38,"Endo","Endo"
"984",1.8200039184342e+38,"Astro","Astro_1"
"985",1.82342205991015e+38,"L5 ET","L5_ET_2"
"986",1.82454843528398e+38,"L6 CT","L6_CT_1"
"987",1.82484679558931e+38,"Astro","Astro_1"
"988",1.82526683460284e+38,"L4/5 IT","L45_IT_2"
"989",1.82567176918121e+38,"VLMC","VLMC"
"990",1.82589496947275e+38,"L2/3 IT","L23_IT_4"
"991",1.82769392905547e+38,"L6 CT","L6_CT_6"
"992",1.82791712994832e+38,"L2/3 IT","L23_IT_3"
"993",1.82833648157658e+38,"Micro","Micro_1"
"994",1.828953215239e+38,"L6 IT","L6_IT_1"
"995",1.830546743941e+38,"L6 IT","L6_IT_1"
"996",1.83072004691249e+38,"L2/3 IT","L23_IT_2"
"997",1.83081133053796e+38,"Oligo","Oligo_1"
"998",1.83117289304814e+38,"L6 CT","L6_CT_7"
"999",1.83179469043334e+37,"L6b","L6b_1"
"1000",1.83516684113183e+37,"L6 CT","L6_CT_2"
"1001",1.83565895095389e+38,"L2/3 IT","L23_IT_4"
"1002",1.83729274839573e+38,"SMC","SMC"
"1003",1.83746312738907e+38,"Endo","Endo"
"1004",1.83898654772304e+38,"L2/3 IT","L23_IT_4"
"1005",1.83906900577547e+38,"Oligo","Oligo_1"
"1006",1.84009824082046e+38,"L6 CT","L6_CT_5"
"1007",1.84053853557139e+38,"L4/5 IT","L45_IT_2"
"1008",1.8424712565774e+38,"L4/5 IT","L45_IT_2"
"1009",1.84349059978971e+38,"Micro","Micro_1"
"1010",1.84385005662947e+38,"L5 IT","L5_IT_1"
"1011",1.8440045651562e+38,"Peri","Peri"
"1012",1.84621488704767e+38,"Astro","Astro_1"
"1013",1.8477348223106e+38,"L6 IT","L6_IT_3"
"1014",1.84802069615391e+38,"L5 IT","L5_IT_4"
"1015",1.84851793598725e+38,"Astro","Astro_1"
"1016",1.84941231733798e+38,"L4/5 IT","L45_IT_SSp_2"
"1017",1.85015770374625e+37,"L6 IT","L6_IT_3"
"1018",1.85082355345195e+38,"L2/3 IT","L23_IT_5"
"1019",1.85170564280543e+38,"SMC","SMC"
"1020",1.85171310131081e+38,"SMC","SMC"
"1021",1.85211684984839e+38,"L2/3 IT","L23_IT_4"
"1022",1.8532998764351e+38,"L6 CT","L6_CT_5"
"1023",1.85376460261449e+38,"Astro","Astro_1"
"1024",1.85658293186868e+38,"Oligo","Oligo_3"
"1025",1.85873284462728e+38,"Oligo","Oligo_2"
"1026",1.85879416081583e+37,"L4/5 IT","L45_IT_4"
"1027",1.86061697523216e+38,"L6 CT","L6_CT_4"
"1028",1.86078110302223e+37,"Pvalb","Pvalb_1"
"1029",1.86356901373458e+38,"Vip","Vip_8"
"1030",1.86358021347417e+38,"OPC","OPC"
"1031",1.86665399878366e+38,"Endo","Endo"
"1032",1.86668226020376e+38,"SMC","SMC"
"1033",1.8668727295648e+38,"Astro","Astro_2"
"1034",1.86702809857656e+38,"L4/5 IT","L45_IT_5"
"1035",1.86818984661493e+38,"L4/5 IT","L45_IT_SSp_2"
"1036",1.86822555579878e+38,"L4/5 IT","L45_IT_2"
"1037",1.86857327648459e+38,"Micro","Micro_1"
"1038",1.86929233198516e+38,"L5 ET","L5_ET_5"
"1039",1.86960774652746e+38,"PVM","PVM"
"1040",1.86980057190843e+38,"L2/3 IT","L23_IT_2"
"1041",1.86996503529532e+37,"L4/5 IT","L45_IT_2"
"1042",1.869968118286e+38,"L5/6 NP","L56_NP_1"
"1043",1.87036790982323e+38,"Astro","Astro_1"
"1044",1.8713469832001e+38,"Oligo","Oligo_1"
"1045",1.87301812258125e+38,"Oligo","Oligo_2"
"1046",1.8743597548424e+38,"L6 IT","L6_IT_1"
"1047",1.8750702547543e+38,"L6 IT","L6_IT_1"
"1048",1.87605073211527e+38,"Oligo","Oligo_2"
"1049",1.87691210290314e+38,"L4/5 IT","L45_IT_5"
"1050",1.87730080849166e+38,"L6 CT","L6_CT_1"
"1051",1.87981383012828e+38,"L5 IT","L5_IT_4"
"1052",1.88011354389955e+38,"Micro","Micro_1"
"1053",1.88122273621668e+38,"L6 CT","L6_CT_2"
"1054",1.88133167005092e+38,"L4/5 IT","L45_IT_SSp_2"
"1055",1.88324544060485e+38,"Astro","Astro_2"
"1056",1.88352743525234e+38,"L4/5 IT","L45_IT_SSp_2"
"1057",1.88374148906149e+38,"L6 IT","L6_IT_3"
"1058",1.8845640495105e+38,"L5 IT","L5_IT_3"
"1059",1.88500957595e+38,"L4/5 IT","L45_IT_5"
"1060",1.88543476722759e+38,"Oligo","Oligo_1"
"1061",1.88557989937219e+38,"L6 CT","L6_CT_4"
"1062",1.88617664008596e+38,"L2/3 IT","L23_IT_3"
"1063",1.88626014672693e+38,"Astro","Astro_1"
"1064",1.88703656445318e+38,"L2/3 IT","L23_IT_4"
"1065",1.88739129815682e+38,"Endo","Endo"
"1066",1.88812280131602e+38,"L4/5 IT","L45_IT_SSp_2"
"1067",1.88855148367961e+38,"Astro","Astro_1"
"1068",1.88918895820601e+38,"L2/3 IT","L23_IT_4"
"1069",1.89013944534808e+38,"L5 IT","L5_IT_1"
"1070",1.89053597902901e+38,"L5 IT","L5_IT_4"
"1071",1.89119792670658e+38,"L2/3 IT","L23_IT_2"
"1072",1.8915976231639e+38,"Micro","Micro_1"
"1073",1.89234507186803e+38,"L6 CT","L6_CT_9"
"1074",1.89308485083638e+38,"Astro","Astro_1"
"1075",1.89481757370235e+38,"L5 IT","L5_IT_4"
"1076",1.89547713836368e+37,"OPC","OPC"
"1077",1.89773222034169e+38,"L2/3 IT","L23_IT_3"
"1078",1.8986201258302e+38,"L6 IT","L6_IT_3"
"1079",1.89874379611347e+38,"L2/3 IT","L23_IT_3"
"1080",1.89902350270311e+38,"L4/5 IT","L45_IT_2"
"1081",1.89903840727838e+38,"L6 CT","L6_CT_1"
"1082",1.89989420544356e+38,"Endo","Endo"
"1083",1.90128215835789e+38,"L6 CT","L6_CT_4"
"1084",1.90157360582541e+38,"Endo","Endo"
"1085",1.90166780964016e+38,"L4/5 IT","L45_IT_SSp_1"
"1086",1.90199728075784e+38,"L6 CT","L6_CT_6"
"1087",1.90340179936112e+38,"L5 IT","L5_IT_1"
"1088",1.90349451923206e+38,"L4/5 IT","L45_IT_SSp_2"
"1089",1.90401326826723e+38,"L2/3 IT","L23_IT_2"
"1090",1.90402467603464e+38,"Oligo","Oligo_1"
"1091",1.9052543974304e+37,"L2/3 IT","L23_IT_2"
"1092",1.9053500355792e+38,"L2/3 IT","L23_IT_2"
"1093",1.90777601318361e+38,"L6 IT","L6_IT_2"
"1094",1.90877792091131e+38,"Vip","Vip_1"
"1095",1.9095374210661e+38,"L2/3 IT","L23_IT_2"
"1096",1.90971128503018e+38,"Astro","Astro_1"
"1097",1.9098040418562e+38,"L6 IT","L6_IT_3"
"1098",1.90984322796376e+38,"L6 CT","L6_CT_6"
"1099",1.91000952604981e+38,"L4/5 IT","L45_IT_2"
"1100",1.91094597226134e+38,"Oligo","Oligo_1"
"1101",1.91160176328219e+38,"L4/5 IT","L45_IT_SSp_2"
"1102",1.91458339111846e+38,"L6 IT","L6_IT_1"
"1103",1.9154031662425e+38,"L4/5 IT","L45_IT_5"
"1104",1.91606574880567e+38,"Astro","Astro_1"
"1105",1.91662519236173e+38,"L6 IT","L6_IT_1"
"1106",1.91777330331739e+38,"L6b","L6b_2"
"1107",1.91800237633835e+38,"L5 IT","L5_IT_4"
"1108",1.91843914219402e+38,"L2/3 IT","L23_IT_4"
"1109",1.91871329560766e+38,"L6 CT","L6_CT_4"
"1110",1.9192690741077e+38,"L4/5 IT","L45_IT_2"
"1111",1.91937483921033e+38,"L5 IT","L5_IT_4"
"1112",1.9193920306992e+38,"L5 IT","L5_IT_1"
"1113",1.91999790734404e+38,"Oligo","Oligo_2"
"1114",1.9200535352395e+38,"Endo","Endo"
"1115",1.92075392648472e+38,"Endo","Endo"
"1116",1.92183095429183e+38,"L4/5 IT","L45_IT_4"
"1117",1.92250121603565e+38,"L6 CT","L6_CT_1"
"1118",1.9235763668654e+36,"Pvalb","Pvalb_3"
"1119",1.9239059015997e+38,"L6 CT","L6_CT_3"
"1120",1.92404641700522e+38,"Sst","Sst_5"
"1121",1.92562523208027e+38,"L2/3 IT","L23_IT_4"
"1122",1.92631640101828e+38,"Sst","Sst_2"
"1123",1.9269046843169e+38,"L4/5 IT","L45_IT_4"
"1124",1.92698685929325e+38,"Pvalb","Pvalb_1"
"1125",1.9272847620787e+38,"L6 CT","L6_CT_5"
"1126",1.92731940013431e+37,"L6 CT","L6_CT_2"
"1127",1.92746337546472e+38,"L5 IT","L5_IT_4"
"1128",1.92774231936456e+38,"SMC","SMC"
"1129",1.92802698515372e+38,"L6 IT","L6_IT_2"
"1130",1.9283581759909e+38,"L6 CT","L6_CT_2"
"1131",1.92939009363051e+38,"L5 ET","L5_ET_1"
"1132",1.92955701823598e+38,"Endo","Endo"
"1133",1.92987058417647e+38,"L6 CT","L6_CT_3"
"1134",1.93007389095872e+38,"L6 CT","L6_CT_2"
"1135",1.9313623532094e+38,"L4/5 IT","L45_IT_3"
"1136",1.93284502220961e+38,"L4/5 IT","L45_IT_2"
"1137",1.93310566152498e+38,"L4/5 IT","L45_IT_5"
"1138",1.93326965725217e+37,"Astro","Astro_1"
"1139",1.93430411599758e+38,"L6 CT","L6_CT_3"
"1140",1.93458674749346e+38,"Oligo","Oligo_2"
"1141",1.93491950296415e+38,"L2/3 IT","L23_IT_4"
"1142",1.93543140033159e+38,"L2/3 IT","L23_IT_4"
"1143",1.93962720027807e+37,"L6b","L6b_1"
"1144",1.9396872954367e+38,"L5 IT","L5_IT_4"
"1145",1.94208643178645e+38,"L2/3 IT","L23_IT_4"
"1146",1.94229747207874e+38,"L2/3 IT","L23_IT_3"
"1147",1.94259031886696e+38,"L2/3 IT","L23_IT_3"
"1148",1.94259152020594e+38,"PVM","PVM"
"1149",1.94323553995466e+38,"L2/3 IT","L23_IT_3"
"1150",1.94345920883266e+38,"L6 CT","L6_CT_2"
"1151",1.94472661794031e+38,"Oligo","Oligo_1"
"1152",1.94488271712557e+37,"L2/3 IT","L23_IT_5"
"1153",1.94509769791559e+38,"L4/5 IT","L45_IT_2"
"1154",1.94624623114536e+38,"L5 ET","L5_ET_3"
"1155",1.94672572441102e+38,"Astro","Astro_1"
"1156",1.94725809696667e+38,"L2/3 IT","L23_IT_4"
"1157",1.94761530535181e+38,"L4/5 IT","L45_IT_5"
"1158",1.9478412401123e+38,"L5 IT","L5_IT_4"
"1159",1.94793603788212e+38,"L6 CT","L6_CT_2"
"1160",1.94960882106501e+38,"L4/5 IT","L45_IT_5"
"1161",1.95070001775793e+38,"L4/5 IT","L45_IT_SSp_2"
"1162",1.95167364172545e+38,"L5 ET","L5_ET_5"
"1163",1.95374588828362e+38,"Endo","Endo"
"1164",1.95570879801869e+38,"Peri","Peri"
"1165",1.95587788966745e+38,"L4/5 IT","L45_IT_4"
"1166",1.95699208160468e+38,"L5 ET","L5_ET_1"
"1167",1.95776143457378e+38,"L4/5 IT","L45_IT_2"
"1168",1.95814848239577e+38,"L4/5 IT","L45_IT_2"
"1169",1.95851517450483e+38,"L6 CT","L6_CT_6"
"1170",1.96108777667739e+38,"L6 IT","L6_IT_2"
"1171",1.96198989170495e+38,"Micro","Micro_1"
"1172",1.96210502286209e+38,"L4/5 IT","L45_IT_2"
"1173",1.96309313239865e+38,"Astro","Astro_1"
"1174",1.96413175540883e+38,"L4/5 IT","L45_IT_2"
"1175",1.96551012956145e+38,"L6 IT","L6_IT_3"
"1176",1.96551245965816e+38,"L4/5 IT","L45_IT_4"
"1177",1.9672139462411e+38,"L2/3 IT","L23_IT_3"
"1178",1.96730589733589e+38,"L6 CT","L6_CT_1"
"1179",1.96760134119186e+38,"L6 IT","L6_IT_3"
"1180",1.97044200995808e+38,"L6 CT","L6_CT_3"
"1181",1.97046163439368e+38,"Astro","Astro_1"
"1182",1.97056812940424e+38,"L6 CT","L6_CT_7"
"1183",1.97085470026509e+38,"Oligo","Oligo_2"
"1184",1.97115298151605e+38,"Peri","Peri"
"1185",1.97124626714164e+38,"Astro","Astro_1"
"1186",1.97201424778067e+38,"Pvalb","Pvalb_3"
"1187",1.97271473422828e+37,"PVM","PVM"
"1188",1.97400456395051e+38,"L6 IT","L6_IT_1"
"1189",1.97407228516278e+38,"L6 CT","L6_CT_2"
"1190",1.9747215563803e+37,"L4/5 IT","L45_IT_SSp_2"
"1191",1.97486758894925e+38,"L2/3 IT","L23_IT_5"
