"","cell_ID","cell_types","cell_subtypes"
"1192",1.97617666603491e+38,"Pvalb","Pvalb_4"
"1193",1.9766386230876e+38,"VLMC","VLMC"
"1194",1.97689592722851e+38,"Oligo","Oligo_1"
"1195",1.97888620541093e+38,"L6 CT","L6_CT_2"
"1196",1.98064103044552e+38,"L5 ET","L5_ET_5"
"1197",1.98085564745316e+37,"L5 IT","L5_IT_3"
"1198",1.98160248215626e+38,"Astro","Astro_1"
"1199",1.98163504762329e+38,"Peri","Peri"
"1200",1.98247280641347e+38,"L5 ET","L5_ET_3"
"1201",1.98260899307984e+38,"L2/3 IT","L23_IT_2"
"1202",1.98317020440014e+38,"L6 CT","L6_CT_6"
"1203",1.9839287496912e+37,"L6 CT","L6_CT_1"
"1204",1.98597582633911e+38,"L6 IT","L6_IT_1"
"1205",1.98709387103466e+38,"SMC","SMC"
"1206",1.98762782162744e+37,"Oligo","Oligo_1"
"1207",1.98769393044169e+38,"Oligo","Oligo_2"
"1208",1.98826434314497e+38,"L5 IT","L5_IT_1"
"1209",1.98877817373457e+38,"L6 CT","L6_CT_5"
"1210",1.98901248148458e+38,"L6 IT","L6_IT_3"
"1211",1.98903101543833e+38,"L2/3 IT","L23_IT_5"
"1212",1.98921971951758e+38,"OPC","OPC"
"1213",1.98930027475868e+38,"L5 IT","L5_IT_4"
"1214",1.99167808493335e+38,"L5 IT","L5_IT_1"
"1215",1.99265755126054e+38,"L5 ET","L5_ET_5"
"1216",1.99368753057688e+38,"L4/5 IT","L45_IT_2"
"1217",1.99458866630283e+38,"OPC","OPC"
"1218",1.99498821597276e+38,"L5 ET","L5_ET_3"
"1219",1.99602996542485e+37,"Micro","Micro_2"
"1220",1.99714576579001e+38,"Astro","Astro_2"
"1221",1.99784282270293e+38,"L5 IT","L5_IT_3"
"1222",1.99869416287429e+38,"L6b","L6b_2"
"1223",1.99873983756026e+38,"L4/5 IT","L45_IT_SSp_2"
"1224",1.9988358256918e+38,"L5/6 NP","L56_NP_1"
"1225",2.00158103886995e+38,"Endo","Endo"
"1226",2.00158514333999e+38,"OPC","OPC"
"1227",2.00215827069896e+38,"L4/5 IT","L45_IT_4"
"1228",2.00225050098266e+38,"L4/5 IT","L45_IT_2"
"1229",2.0048711219108e+38,"L5 ET","L5_ET_5"
"1230",2.00596217240318e+38,"L2/3 IT","L23_IT_2"
"1231",2.00770749164821e+38,"L2/3 IT","L23_IT_2"
"1232",2.00803480806088e+38,"Endo","Endo"
"1233",2.00859919683598e+38,"L5 IT","L5_IT_1"
"1234",2.01125038389638e+38,"L6 CT","L6_CT_1"
"1235",2.01148994618359e+38,"L5 ET","L5_ET_5"
"1236",2.01166058492281e+38,"L5 IT","L5_IT_1"
"1237",2.013715381925e+38,"L2/3 IT","L23_IT_2"
"1238",2.01402642431859e+37,"Pvalb","Pvalb_4"
"1239",2.01431856149551e+38,"L5 ET","L5_ET_5"
"1240",2.01573311728921e+38,"L5 IT","L5_IT_1"
"1241",2.01601173353461e+38,"Endo","Endo"
"1242",2.01722171145724e+38,"L2/3 IT","L23_IT_2"
"1243",2.01786836302532e+38,"PVM","PVM"
"1244",2.01805575380986e+38,"L4/5 IT","L45_IT_2"
"1245",2.01819710124461e+38,"L5 IT","L5_IT_4"
"1246",2.01888645341283e+38,"Oligo","Oligo_2"
"1247",2.01918709664998e+38,"Astro","Astro_1"
"1248",2.01933114471788e+38,"L5 ET","L5_ET_1"
"1249",2.02088984162299e+38,"L2/3 IT","L23_IT_4"
"1250",2.02219845358698e+38,"Astro","Astro_2"
"1251",2.02237551515894e+38,"L6 IT","L6_IT_3"
"1252",2.02311251336624e+38,"L6b","L6b_2"
"1253",2.02347664152557e+38,"L6 IT","L6_IT_3"
"1254",2.02403078727203e+38,"Oligo","Oligo_1"
"1255",2.02484745179616e+38,"Astro","Astro_1"
"1256",2.02517964765376e+38,"L6b","L6b_1"
"1257",2.02562038306676e+38,"Oligo","Oligo_1"
"1258",2.02582809857501e+38,"L6 IT","L6_IT_1"
"1259",2.02692738668011e+38,"L4/5 IT","L45_IT_2"
"1260",2.02711597570568e+38,"L4/5 IT","L45_IT_4"
"1261",2.0290791133613e+38,"L5 IT","L5_IT_4"
"1262",2.02920862579674e+38,"Endo","Endo"
"1263",2.02943690475407e+38,"Endo","Endo"
"1264",2.03252650660996e+38,"L4/5 IT","L45_IT_5"
"1265",2.03275013165205e+38,"L4/5 IT","L45_IT_4"
"1266",2.03420663619155e+38,"L5 IT","L5_IT_4"
"1267",2.03641458030633e+38,"L5 ET","L5_ET_2"
"1268",2.03648638017542e+38,"Sncg","Sncg_2"
"1269",2.03770562393907e+38,"L2/3 IT","L23_IT_2"
"1270",2.03776502961379e+38,"L5 IT","L5_IT_1"
"1271",2.03810824153952e+38,"Peri","Peri"
"1272",2.03818939657554e+38,"L6 CT","L6_CT_5"
"1273",2.03894618015266e+37,"L4/5 IT","L45_IT_SSp_2"
"1274",2.03974224342297e+38,"L5 ET","L5_ET_3"
"1275",2.04007368969653e+38,"PVM","PVM"
"1276",2.04008305668707e+38,"L4/5 IT","L45_IT_2"
"1277",2.0402418168477e+38,"L6 CT","L6_CT_2"
"1278",2.04046443124412e+38,"L6 CT","L6_CT_2"
"1279",2.04094692144683e+38,"L5 IT","L5_IT_1"
"1280",2.04165177633089e+38,"Astro","Astro_1"
"1281",2.04201075705357e+38,"L6 CT","L6_CT_4"
"1282",2.04325823341653e+38,"L6 IT","L6_IT_3"
"1283",2.04348193601185e+37,"L6 CT","L6_CT_1"
"1284",2.04389764524401e+38,"L5 IT","L5_IT_4"
"1285",2.04392325610857e+38,"SMC","SMC"
"1286",2.04439200485991e+37,"Oligo","Oligo_2"
"1287",2.04540489302542e+37,"L4/5 IT","L45_IT_2"
"1288",2.04556362079371e+38,"Sst","Sst_6"
"1289",2.04556455667313e+38,"Endo","Endo"
"1290",2.0461264468503e+38,"Micro","Micro_1"
"1291",2.04629447864503e+38,"L6 CT","L6_CT_1"
"1292",2.04725274015898e+38,"L6 IT","L6_IT_3"
"1293",2.04829019586015e+38,"Astro","Astro_1"
"1294",2.0486474759129e+38,"L6 CT","L6_CT_8"
"1295",2.04951188296909e+38,"Oligo","Oligo_2"
"1296",2.05118801658699e+38,"Oligo","Oligo_1"
"1297",2.05144253793008e+38,"L5 ET","L5_ET_5"
"1298",2.05383254138446e+38,"L2/3 IT","L23_IT_4"
"1299",2.05415030989167e+38,"L6 IT","L6_IT_3"
"1300",2.05435029689568e+38,"L6 CT","L6_CT_1"
"1301",2.0545940678176e+38,"Pvalb","Pvalb_3"
"1302",2.05496377152335e+38,"Pvalb","Pvalb_3"
"1303",2.05515562531593e+38,"Astro","Astro_1"
"1304",2.05546210816166e+38,"L4/5 IT","L45_IT_2"
"1305",2.05587433245042e+38,"PVM","PVM"
"1306",2.05729481023233e+38,"L2/3 IT","L23_IT_4"
"1307",2.05896131530026e+38,"L6 CT","L6_CT_4"
"1308",2.06138015484724e+38,"L4/5 IT","L45_IT_2"
"1309",2.06176712573917e+38,"L6 IT","L6_IT_3"
"1310",2.06268675529864e+38,"OPC","OPC"
"1311",2.06334566958082e+38,"Astro","Astro_2"
"1312",2.06407595963511e+38,"PVM","PVM"
"1313",2.06435924962672e+38,"Endo","Endo"
"1314",2.06456283522191e+38,"L5 ET","L5_ET_5"
"1315",2.06510214233836e+38,"Oligo","Oligo_1"
"1316",2.06528974346068e+38,"L6 CT","L6_CT_2"
"1317",2.06616552955034e+38,"Endo","Endo"
"1318",2.06823067844205e+38,"Oligo","Oligo_1"
"1319",2.06895536211098e+38,"Lamp5","Lamp5_4"
"1320",2.06927446737489e+38,"L5 IT","L5_IT_4"
"1321",2.06940398384343e+38,"Oligo","Oligo_3"
"1322",2.06955111261534e+38,"L5 IT","L5_IT_3"
"1323",2.07192134107482e+38,"L2/3 IT","L23_IT_4"
"1324",2.07215772208751e+38,"Endo","Endo"
"1325",2.07309346355267e+38,"Endo","Endo"
"1326",2.07323958996734e+38,"L5 IT","L5_IT_3"
"1327",2.07326961826009e+38,"L4/5 IT","L45_IT_4"
"1328",2.07536600302283e+38,"Oligo","Oligo_2"
"1329",2.07544669952219e+37,"L4/5 IT","L45_IT_2"
"1330",2.07552952248692e+38,"L6 CT","L6_CT_8"
"1331",2.0757592380999e+38,"SMC","SMC"
"1332",2.07720346419697e+38,"Astro","Astro_1"
"1333",2.07782310942074e+38,"L2/3 IT","L23_IT_2"
"1334",2.07899403314773e+37,"L2/3 IT","L23_IT_4"
"1335",2.0797511945537e+38,"L5 ET","L5_ET_5"
"1336",2.08116978985807e+38,"L6 IT","L6_IT_1"
"1337",2.08117562660607e+38,"L4/5 IT","L45_IT_5"
"1338",2.08381560631483e+38,"Oligo","Oligo_2"
"1339",2.08387698888618e+38,"PVM","PVM"
"1340",2.08393251638779e+37,"L5/6 NP","L56_NP_1"
"1341",2.08562106802717e+38,"Endo","Endo"
"1342",2.08759607996569e+38,"L5 IT","L5_IT_3"
"1343",2.08826152942425e+38,"L6 IT","L6_IT_2"
"1344",2.09064335812562e+38,"Oligo","Oligo_1"
"1345",2.09084426528023e+38,"Lamp5","Lamp5_3"
"1346",2.09095299398086e+38,"L5 IT","L5_IT_1"
"1347",2.09140168401562e+38,"L6 IT","L6_IT_3"
"1348",2.09180910419752e+38,"Sst","Sst_4"
"1349",2.09193665224529e+38,"L6 CT","L6_CT_7"
"1350",2.09204378999613e+38,"L6 CT","L6_CT_1"
"1351",2.0920742652946e+38,"L2/3 IT","L23_IT_4"
"1352",2.09445935399082e+38,"L2/3 IT","L23_IT_2"
"1353",2.09449577153157e+38,"L6 CT","L6_CT_2"
"1354",2.09458137505745e+38,"Endo","Endo"
"1355",2.09514349256394e+38,"Oligo","Oligo_2"
"1356",2.09529153578648e+38,"L6 CT","L6_CT_6"
"1357",2.09688118601587e+38,"L4/5 IT","L45_IT_2"
"1358",2.09719196913122e+38,"L2/3 IT","L23_IT_2"
"1359",2.09751619624841e+38,"L5/6 NP","L56_NP_2"
"1360",2.09835829649542e+38,"L4/5 IT","L45_IT_2"
"1361",2.09873714606372e+38,"Endo","Endo"
"1362",2.10000095814057e+38,"L2/3 IT","L23_IT_2"
"1363",2.10104711287477e+38,"Astro","Astro_2"
"1364",2.1017575638232e+38,"L4/5 IT","L45_IT_2"
"1365",2.10261292688486e+38,"Lamp5","Lamp5_7"
"1366",2.10410596708207e+37,"L5 IT","L5_IT_1"
"1367",2.10451728938489e+38,"L5 IT","L5_IT_1"
"1368",2.10492040827291e+38,"L2/3 IT","L23_IT_2"
"1369",2.10492478401241e+38,"L6 IT","L6_IT_1"
"1370",2.10582756526186e+38,"Oligo","Oligo_1"
"1371",2.10939194000417e+38,"L4/5 IT","L45_IT_2"
"1372",2.11220381966533e+38,"L2/3 IT","L23_IT_3"
"1373",2.11278604766264e+38,"Micro","Micro_1"
"1374",2.11456062300837e+38,"L2/3 IT","L23_IT_3"
"1375",2.11852240374151e+38,"L4/5 IT","L45_IT_SSp_2"
"1376",2.11876175509891e+38,"Endo","Endo"
"1377",2.11954496902579e+38,"Astro","Astro_2"
"1378",2.12048893133054e+38,"L5 IT","L5_IT_3"
"1379",2.12090604394506e+38,"Oligo","Oligo_1"
"1380",2.12097041296221e+37,"L4/5 IT","L45_IT_SSp_2"
"1381",2.12114896925978e+37,"Peri","Peri"
"1382",2.121811387906e+38,"L5 IT","L5_IT_4"
"1383",2.12238602954177e+38,"Endo","Endo"
"1384",2.12245457248111e+38,"L4/5 IT","L45_IT_2"
"1385",2.12314367209452e+38,"L5 ET","L5_ET_5"
"1386",2.12355232794401e+38,"L5 IT","L5_IT_1"
"1387",2.12508548790426e+38,"L4/5 IT","L45_IT_2"
"1388",2.12548600326775e+38,"L2/3 IT","L23_IT_3"
"1389",2.12582719483126e+38,"Endo","Endo"
"1390",2.12683773253299e+38,"L6 IT","L6_IT_1"
"1391",2.12699273031661e+38,"Oligo","Oligo_1"
"1392",2.12710331906619e+38,"L4/5 IT","L45_IT_2"
"1393",2.12727636912297e+38,"Pvalb","Pvalb_7"
"1394",2.12797943339958e+38,"Peri","Peri"
"1395",2.12885679607842e+38,"VLMC","VLMC"
"1396",2.12978671646436e+38,"L5 IT","L5_IT_1"
"1397",2.13071112971272e+38,"L5 IT","L5_IT_2"
"1398",2.13171000321104e+38,"L4/5 IT","L45_IT_SSp_2"
"1399",2.13224560304753e+38,"Micro","Micro_1"
"1400",2.13268429462129e+38,"L4/5 IT","L45_IT_5"
"1401",2.133852355774e+38,"L4/5 IT","L45_IT_2"
"1402",2.13892101702872e+38,"L2/3 IT","L23_IT_4"
"1403",2.13960110844999e+38,"L5 IT","L5_IT_1"
"1404",2.13961686209749e+38,"L2/3 IT","L23_IT_2"
"1405",2.13998228304275e+37,"Oligo","Oligo_2"
"1406",2.14017843953597e+38,"L2/3 IT","L23_IT_2"
"1407",2.14137896622975e+38,"L4/5 IT","L45_IT_SSp_1"
"1408",2.14186068308776e+38,"L6 CT","L6_CT_1"
"1409",2.14212423226668e+38,"Oligo","Oligo_2"
"1410",2.14236773950442e+38,"L2/3 IT","L23_IT_4"
"1411",2.14240394340799e+38,"L2/3 IT","L23_IT_3"
"1412",2.14373187334224e+38,"Astro","Astro_1"
"1413",2.14398623647956e+38,"L4/5 IT","L45_IT_4"
"1414",2.14446509687046e+38,"Astro","Astro_1"
"1415",2.14550303061323e+38,"OPC","OPC"
"1416",2.14579853505146e+38,"L6 CT","L6_CT_8"
"1417",2.14609650063945e+38,"L4/5 IT","L45_IT_2"
"1418",2.14715927007483e+38,"VLMC","VLMC"
"1419",2.14738870995185e+37,"L4/5 IT","L45_IT_2"
"1420",2.14983994181263e+38,"Astro","Astro_1"
"1421",2.15030584685722e+38,"Endo","Endo"
"1422",2.15104839448418e+37,"Oligo","Oligo_2"
"1423",2.15169538207916e+38,"L2/3 IT","L23_IT_4"
"1424",2.15216359077036e+38,"Oligo","Oligo_2"
"1425",2.1530487258917e+38,"L4/5 IT","L45_IT_2"
"1426",2.15358923926069e+38,"Oligo","Oligo_1"
"1427",2.15371623697844e+37,"Astro","Astro_1"
"1428",2.15517258227409e+38,"L2/3 IT","L23_IT_2"
"1429",2.15557157814621e+38,"L4/5 IT","L45_IT_2"
"1430",2.15577039289338e+37,"L6 CT","L6_CT_3"
"1431",2.15579545281615e+38,"Oligo","Oligo_1"
"1432",2.1559712072454e+38,"Oligo","Oligo_1"
"1433",2.15600077176861e+38,"Oligo","Oligo_2"
"1434",2.159055485832e+38,"Oligo","Oligo_2"
"1435",2.15956082837484e+37,"Pvalb","Pvalb_2"
"1436",2.16101255016708e+38,"Peri","Peri"
"1437",2.16117352219436e+38,"Peri","Peri"
"1438",2.16297822249479e+38,"L4/5 IT","L45_IT_SSp_1"
"1439",2.16330794621297e+38,"L5 IT","L5_IT_4"
"1440",2.16362593049441e+38,"VLMC","VLMC"
"1441",2.16397080311227e+38,"Astro","Astro_1"
"1442",2.16413532093362e+38,"L5/6 NP","L56_NP_1"
"1443",2.16654171325461e+38,"L6 CT","L6_CT_4"
"1444",2.16655107042717e+38,"L6 CT","L6_CT_1"
"1445",2.16721478931137e+38,"L4/5 IT","L45_IT_2"
"1446",2.16796671057308e+38,"OPC","OPC"
"1447",2.16913275712508e+38,"VLMC","VLMC"
"1448",2.16935671240603e+38,"L2/3 IT","L23_IT_3"
"1449",2.16941670028218e+38,"L4/5 IT","L45_IT_4"
"1450",2.17160804979223e+38,"L4/5 IT","L45_IT_2"
"1451",2.17188537053503e+38,"L6 CT","L6_CT_1"
"1452",2.17251574867393e+38,"L2/3 IT","L23_IT_2"
"1453",2.17390080785531e+36,"L6 CT","L6_CT_1"
"1454",2.17431020384044e+38,"L5 ET","L5_ET_5"
"1455",2.1752528661993e+38,"other","striatum_1"
"1456",2.17554216109138e+38,"Oligo","Oligo_1"
"1457",2.17962036258376e+38,"L5 IT","L5_IT_3"
"1458",2.17987771525178e+38,"Sst","Sst_2"
"1459",2.18191087880814e+37,"L6 CT","L6_CT_3"
"1460",2.18222680650453e+38,"VLMC","VLMC"
"1461",2.18290944891124e+38,"Peri","Peri"
"1462",2.18328676198598e+38,"L4/5 IT","L45_IT_2"
"1463",2.183875882658e+37,"Sst","Sst_6"
"1464",2.18530017332435e+38,"Endo","Endo"
"1465",2.18609577263092e+37,"L4/5 IT","L45_IT_2"
"1466",2.18616723198868e+38,"L6 CT","L6_CT_6"
"1467",2.1862169474959e+38,"Astro","Astro_1"
"1468",2.18714196525315e+38,"L4/5 IT","L45_IT_4"
"1469",2.18735271164342e+37,"L6 CT","L6_CT_5"
"1470",2.18739331738094e+38,"L6 IT","L6_IT_3"
"1471",2.18740589502089e+38,"L6 CT","L6_CT_4"
"1472",2.18985413591661e+36,"L6 IT","L6_IT_3"
"1473",2.19102953356984e+38,"L6 IT","L6_IT_1"
"1474",2.19136317394901e+36,"L2/3 IT","L23_IT_2"
"1475",2.19141066630696e+38,"L5 IT","L5_IT_4"
"1476",2.19227411759037e+38,"Endo","Endo"
"1477",2.19364584802553e+38,"L6 IT","L6_IT_2"
"1478",2.19384620753962e+38,"L6 CT","L6_CT_2"
"1479",2.19494047024833e+38,"L6 CT","L6_CT_3"
"1480",2.19957795432916e+38,"L2/3 IT","L23_IT_2"
"1481",2.19987145647127e+37,"L5/6 NP","L56_NP_2"
"1482",2.19992339287289e+37,"Astro","Astro_1"
"1483",2.19994399322271e+38,"L6 IT","L6_IT_1"
"1484",2.20056895384067e+38,"L6 IT","L6_IT_1"
"1485",2.2017491111229e+37,"Oligo","Oligo_2"
"1486",2.20239469618843e+38,"Astro","Astro_1"
"1487",2.20241717766362e+38,"L6 CT","L6_CT_8"
"1488",2.20257383880614e+38,"VLMC","VLMC"
"1489",2.20578350782521e+37,"Vip","Vip_4"
"1490",2.20649412185152e+38,"L6 CT","L6_CT_1"
"1491",2.20693077344266e+37,"Astro","Astro_1"
"1492",2.20716466768845e+37,"L6 CT","L6_CT_3"
"1493",2.20716508933732e+38,"L2/3 IT","L23_IT_4"
"1494",2.20753514346345e+37,"Endo","Endo"
"1495",2.20912519502813e+38,"L6 CT","L6_CT_2"
"1496",2.20978023943492e+38,"Vip","Vip_1"
"1497",2.21042858326715e+38,"Endo","Endo"
"1498",2.21109198278819e+37,"L5 IT","L5_IT_1"
"1499",2.21133427350508e+38,"L6 CT","L6_CT_4"
"1500",2.21156889031198e+38,"L4/5 IT","L45_IT_5"
"1501",2.213068744998e+38,"L2/3 IT","L23_IT_2"
"1502",2.21313273460445e+38,"Pvalb","Pvalb_1"
"1503",2.2133028431467e+38,"L6b","L6b_1"
"1504",2.21705337430537e+38,"Oligo","Oligo_1"
"1505",2.21726022967748e+38,"L4/5 IT","L45_IT_2"
"1506",2.21876419551034e+38,"L5 IT","L5_IT_1"
"1507",2.21995669857665e+38,"L2/3 IT","L23_IT_4"
"1508",2.22025444401746e+38,"L5 IT","L5_IT_3"
"1509",2.22142190240365e+38,"L5 IT","L5_IT_1"
"1510",2.22330669732215e+38,"Astro","Astro_1"
"1511",2.22350466318148e+38,"L4/5 IT","L45_IT_2"
"1512",2.22385942866397e+38,"L4/5 IT","L45_IT_2"
"1513",2.22477041434222e+38,"Astro","Astro_1"
"1514",2.22789566506395e+38,"L6 IT","L6_IT_1"
"1515",2.23395563695787e+38,"L5 ET","L5_ET_5"
"1516",2.23517845564018e+38,"L5 IT","L5_IT_4"
"1517",2.23609435930953e+37,"Oligo","Oligo_1"
"1518",2.23788496983256e+38,"L6 CT","L6_CT_5"
"1519",2.2379020018217e+38,"other","striatum_1"
"1520",2.23984359437699e+38,"L4/5 IT","L45_IT_4"
"1521",2.24074662483297e+38,"L5 ET","L5_ET_2"
"1522",2.24082539562805e+38,"L4/5 IT","L45_IT_2"
"1523",2.24093340555709e+38,"L6 CT","L6_CT_8"
"1524",2.24237262432475e+38,"L5/6 NP","L56_NP_1"
"1525",2.24437649924419e+38,"L4/5 IT","L45_IT_2"
"1526",2.24459812007784e+38,"L5 ET","L5_ET_5"
"1527",2.24492432823718e+37,"L6 CT","L6_CT_2"
"1528",2.24586703305821e+38,"L6 CT","L6_CT_9"
"1529",2.24620149560291e+38,"SMC","SMC"
"1530",2.25115994235403e+38,"Endo","Endo"
"1531",2.25410828249993e+38,"L2/3 IT","L23_IT_2"
"1532",2.25517707266087e+38,"PVM","PVM"
"1533",2.25585409198406e+38,"L5 ET","L5_ET_3"
"1534",2.25637447156233e+38,"Astro","Astro_1"
"1535",2.25682207697811e+38,"L2/3 IT","L23_IT_5"
"1536",2.25709694055129e+38,"Oligo","Oligo_1"
"1537",2.2583222234382e+38,"L5 ET","L5_ET_1"
"1538",2.25849542439199e+38,"VLMC","VLMC"
"1539",2.25889716817711e+38,"Astro","Astro_2"
"1540",2.259397283682e+38,"L4/5 IT","L45_IT_4"
"1541",2.26131773145613e+38,"Vip","Vip_7"
"1542",2.26136889459715e+38,"L2/3 IT","L23_IT_3"
"1543",2.26154945207262e+38,"L6 CT","L6_CT_2"
"1544",2.26354719067611e+38,"L6 CT","L6_CT_4"
"1545",2.2639346804653e+38,"OPC","OPC"
"1546",2.26407193469811e+38,"L4/5 IT","L45_IT_4"
"1547",2.26515086475718e+38,"L5 IT","L5_IT_1"
"1548",2.2660529340127e+38,"L2/3 IT","L23_IT_2"
"1549",2.26788246681317e+38,"L6 CT","L6_CT_3"
"1550",2.26814900296191e+38,"L2/3 IT","L23_IT_4"
"1551",2.26927163430323e+38,"Micro","Micro_1"
"1552",2.26947605929873e+38,"L6 CT","L6_CT_2"
"1553",2.26982108873012e+38,"L6 CT","L6_CT_1"
"1554",2.27056523050204e+38,"Vip","Vip_8"
"1555",2.27096111848397e+38,"Oligo","Oligo_1"
"1556",2.2714665975003e+38,"PVM","PVM"
"1557",2.27308696749226e+38,"Vip","Vip_6"
"1558",2.27352067284364e+38,"OPC","OPC"
"1559",2.27456684734812e+38,"L2/3 IT","L23_IT_2"
"1560",2.27475451770401e+38,"Astro","Astro_2"
"1561",2.27562968982043e+38,"L2/3 IT","L23_IT_4"
"1562",2.27619217988361e+38,"L4/5 IT","L45_IT_4"
"1563",2.2780820019436e+38,"L2/3 IT","L23_IT_2"
"1564",2.27859395271997e+38,"L4/5 IT","L45_IT_SSp_1"
"1565",2.2793075117341e+38,"Astro","Astro_1"
"1566",2.27933976940597e+38,"Lamp5","Lamp5_3"
"1567",2.28122865165703e+38,"Astro","Astro_1"
"1568",2.28192536893489e+38,"L4/5 IT","L45_IT_SSp_1"
"1569",2.28211915303288e+38,"Oligo","Oligo_1"
"1570",2.28221491622994e+38,"L6 CT","L6_CT_4"
"1571",2.28233499353706e+38,"L4/5 IT","L45_IT_2"
"1572",2.282764238543e+38,"Oligo","Oligo_1"
"1573",2.28280278555378e+37,"Endo","Endo"
"1574",2.28306183181747e+38,"L4/5 IT","L45_IT_4"
"1575",2.28316461663891e+38,"Oligo","Oligo_1"
"1576",2.28332125918371e+37,"Astro","Astro_1"
"1577",2.28470407848067e+38,"L4/5 IT","L45_IT_SSp_2"
"1578",2.28532243577729e+38,"L2/3 IT","L23_IT_5"
"1579",2.28573538790807e+38,"Pvalb","Pvalb_4"
"1580",2.28577136565187e+38,"L6 CT","L6_CT_8"
"1581",2.28601802727103e+38,"L4/5 IT","L45_IT_4"
"1582",2.28608639859676e+38,"L5 IT","L5_IT_4"
"1583",2.28654073068786e+38,"L2/3 IT","L23_IT_5"
"1584",2.2869065847292e+38,"L5 ET","L5_ET_5"
"1585",2.2872108525233e+38,"other","striatum_1"
"1586",2.28724431273653e+38,"L6 CT","L6_CT_3"
"1587",2.28776415422373e+38,"L4/5 IT","L45_IT_SSp_2"
"1588",2.28799840663006e+38,"L6 CT","L6_CT_8"
"1589",2.28843318462987e+38,"L5 IT","L5_IT_4"
"1590",2.29160971986442e+38,"Oligo","Oligo_1"
"1591",2.29336155679568e+38,"OPC","OPC"
"1592",2.29692970652122e+38,"L6 CT","L6_CT_1"
"1593",2.29746437461528e+37,"Endo","Endo"
"1594",2.30044411155412e+38,"L6 CT","L6_CT_8"
"1595",2.30057650540275e+38,"L5 ET","L5_ET_1"
"1596",2.30165146513263e+38,"L2/3 IT","L23_IT_3"
"1597",2.3024808777678e+38,"Oligo","Oligo_1"
"1598",2.304353153439e+38,"Astro","Astro_1"
"1599",2.30565494056389e+38,"L4/5 IT","L45_IT_4"
"1600",2.30628163849981e+38,"Astro","Astro_1"
"1601",2.30693234345625e+37,"SMC","SMC"
"1602",2.30719094282307e+38,"L4/5 IT","L45_IT_2"
"1603",2.30743848034128e+37,"L6 CT","L6_CT_8"
"1604",2.30766629440224e+38,"L6b","L6b_1"
"1605",2.30981580079221e+38,"SMC","SMC"
"1606",2.31078325563097e+38,"L2/3 IT","L23_IT_4"
"1607",2.31251473051412e+38,"L2/3 IT","L23_IT_3"
"1608",2.31291921842e+37,"Sst","Sst_1"
"1609",2.31400236418351e+38,"Micro","Micro_1"
"1610",2.31614394408634e+38,"Lamp5","Lamp5_4"
"1611",2.31710305122007e+38,"L4/5 IT","L45_IT_3"
"1612",2.31879269609985e+38,"L4/5 IT","L45_IT_2"
"1613",2.31917189911568e+38,"L6 CT","L6_CT_2"
"1614",2.31967390664793e+38,"Astro","Astro_1"
"1615",2.32073692252724e+38,"L2/3 IT","L23_IT_4"
"1616",2.3210718817731e+38,"Astro","Astro_2"
"1617",2.32229081310437e+38,"L6 IT","L6_IT_1"
"1618",2.32419088715426e+38,"L4/5 IT","L45_IT_SSp_1"
"1619",2.32519551517048e+38,"L4/5 IT","L45_IT_5"
"1620",2.32703275716002e+38,"Astro","Astro_1"
"1621",2.330619890926e+38,"Endo","Endo"
"1622",2.33062361154348e+38,"L2/3 IT","L23_IT_4"
"1623",2.33289888105283e+38,"Vip","Vip_7"
"1624",2.33304979689009e+38,"Vip","Vip_3"
"1625",2.33354937564903e+38,"L4/5 IT","L45_IT_SSp_2"
"1626",2.33368845858241e+37,"L5 IT","L5_IT_4"
"1627",2.3343399421503e+38,"Oligo","Oligo_1"
"1628",2.33464339143569e+38,"VLMC","VLMC"
"1629",2.33540504874165e+38,"L6 IT","L6_IT_2"
"1630",2.33732621483633e+38,"L6 CT","L6_CT_9"
"1631",2.33813389944004e+38,"L5/6 NP","L56_NP_2"
"1632",2.33853442037291e+38,"Micro","Micro_1"
"1633",2.33917343204135e+37,"Peri","Peri"
"1634",2.339680985852e+38,"L2/3 IT","L23_IT_2"
"1635",2.34077631871462e+38,"L5 IT","L5_IT_1"
"1636",2.34177511449852e+37,"L5 IT","L5_IT_1"
"1637",2.3422590202815e+38,"PVM","PVM"
"1638",2.3459229718453e+38,"L5 IT","L5_IT_4"
"1639",2.34597837669415e+37,"Astro","Astro_1"
"1640",2.34611583694693e+38,"L2/3 IT","L23_IT_4"
"1641",2.34715130250134e+38,"L5 IT","L5_IT_4"
"1642",2.34738758445869e+38,"L2/3 IT","L23_IT_2"
"1643",2.34792477440638e+38,"Peri","Peri"
"1644",2.34869794036135e+38,"L6b","L6b_2"
"1645",2.34907981443445e+38,"Astro","Astro_1"
"1646",2.34916373697242e+38,"L4/5 IT","L45_IT_2"
"1647",2.34938233388849e+38,"L2/3 IT","L23_IT_4"
"1648",2.34955372520072e+38,"L2/3 IT","L23_IT_4"
"1649",2.35051254133718e+38,"L6 CT","L6_CT_2"
"1650",2.35382412362723e+38,"L4/5 IT","L45_IT_3"
"1651",2.35745239920601e+37,"PVM","PVM"
"1652",2.35868436679474e+38,"Oligo","Oligo_1"
"1653",2.35943127667449e+38,"L5 ET","L5_ET_5"
"1654",2.36145220735229e+38,"L5 ET","L5_ET_2"
"1655",2.36168342970948e+38,"Peri","Peri"
